genome	name1	name2	coverage_overlap	compared_bases_count	consensus_SNPs	population_SNPs	popANI	conANI	percent_compared
bin120.fa	BL100120.clean.bam	BL101116.clean.bam	0.9648079649661666	827076	781	0	1.0	0.9990557095115805	0.9631139141451781
bin120.fa	BL100120.clean.bam	BL101214.clean.bam	0.9986262491679926	856895	607	2	0.9999976659917493	0.9992916284959067	0.9978375596214041
bin120.fa	BL100120.clean.bam	BL110112.clean.bam	0.9988185740304532	857084	555	1	0.9999988332532167	0.9993524555352801	0.9980576464450738
bin120.fa	BL100120.clean.bam	BL110208.clean.bam	0.9969523352904972	855121	668	0	1.0	0.999218824002685	0.995771771128335
bin120.fa	BL100120.clean.bam	BL110314.clean.bam	0.9983293932356728	856586	639	0	1.0	0.9992540153586447	0.9974777351319124
bin120.fa	BL100120.clean.bam	BL111129.clean.bam	0.9986842576184581	857122	605	0	1.0	0.999294149490971	0.9981018967059174
bin120.fa	BL100120.clean.bam	BL111219.clean.bam	0.9987753876644504	857012	579	1	0.999998833155195	0.9993243968579203	0.9979738038455805
bin120.fa	BL100120.clean.bam	BL120110.clean.bam	0.9988920228580841	857223	563	1	0.9999988334424065	0.9993432280748417	0.9982195092413176
bin120.fa	BL100120.clean.bam	BL120214.clean.bam	0.9987288688930623	857062	562	0	1.0	0.9993442714762759	0.9980320278730064
bin120.fa	BL100120.clean.bam	BL120411.clean.bam	0.947323268668321	811709	1581	4	0.9999950721256017	0.9980522576440571	0.9452193415561186
bin120.fa	BL100120.clean.bam	BL121106.clean.bam	0.9843421670423583	844242	667	0	1.0	0.9992099421729789	0.9831033872410195
bin120.fa	BL100120.clean.bam	BL121211.clean.bam	0.9990084019800011	857279	584	0	1.0	0.9993187748679252	0.9982847201520346
bin120.fa	BL100120.clean.bam	BL130115.clean.bam	0.9980238712554982	856315	603	0	1.0	0.9992958198793668	0.9971621609032643
bin120.fa	BL100120.clean.bam	BL130206.clean.bam	0.998866498397756	857190	536	1	0.9999988333974965	0.9993747010581084	0.9981810813832166
bin120.fa	BL100120.clean.bam	BL130312.clean.bam	0.9924746517386095	851371	658	0	1.0	0.9992271289484843	0.9914049690713966
bin120.fa	BL100120.clean.bam	BL131105.clean.bam	0.9909112712116157	849950	681	0	1.0	0.9991987763986117	0.9897502422119541
bin120.fa	BL100120.clean.bam	BL131204.clean.bam	0.998833610304601	857045	584	1	0.9999988332001237	0.9993185888722296	0.9980122317036816
bin120.fa	BL100120.clean.bam	BL140114.clean.bam	0.9955690491811539	854021	575	1	0.999998829068606	0.9993267144484738	0.9944908425249664
bin120.fa	BL100120.clean.bam	BL140211.clean.bam	0.9988825417560753	857143	565	1	0.9999988333335278	0.9993408334431945	0.9981263507974363
bin120.fa	BL100120.clean.bam	BL140310.clean.bam	0.9932837362436789	851959	644	0	1.0	0.9992440950796928	0.9920896836339246
bin120.fa	BL100120.clean.bam	BL140407.clean.bam	0.8271567250209495	704945	662	0	1.0	0.9990609196462136	0.8208947402742585
bin120.fa	BL100120.clean.bam	BL141216.clean.bam	0.9985863945608328	856744	606	0	1.0	0.9992926708561717	0.997661723058578
bin120.fa	BL100120.clean.bam	BL150113.clean.bam	0.9989630359377926	857283	532	0	1.0	0.9993794347957442	0.9982893780742287
bin120.fa	BL100120.clean.bam	BL150210.clean.bam	0.998713738065041	856933	630	0	1.0	0.9992648200034309	0.9978818098822477
bin120.fa	BL100120.clean.bam	BL150310.clean.bam	0.9989372324748369	857135	584	0	1.0	0.9993186604210539	0.9981170349530482
bin120.fa	BL100120.clean.bam	BL150707.clean.bam	0.9894241376425397	848608	712	0	1.0	0.9991609789207738	0.9881875093158444
bin120.fa	BL100120.clean.bam	BL151110.clean.bam	0.9727497649939615	834134	717	0	1.0	0.9991404258788157	0.9713328178566105
bin120.fa	BL100120.clean.bam	BL151215.clean.bam	0.9988559636681487	857295	571	0	1.0	0.9993339515569319	0.9983033518408109
bin120.fa	BL100120.clean.bam	SO090105.clean.bam	0.9988988440553893	857045	572	1	0.9999988332001237	0.9993325904707454	0.9980122317036816
bin120.fa	BL100120.clean.bam	SO090209.clean.bam	0.9984683274608019	856499	581	0	1.0	0.9993216571181052	0.9973764253241914
bin120.fa	BL100120.clean.bam	SO090323.clean.bam	0.9958565104411905	854356	612	0	1.0	0.9992836709755653	0.9948809435087196
bin120.fa	BL100120.clean.bam	SO091116.clean.bam	0.998810596221662	857296	484	0	1.0	0.9994354342024225	0.9983045163213594
bin120.fa	BL100120.clean.bam	SO091216.clean.bam	0.9989826537596939	857223	521	0	1.0	0.99939222349377	0.9982195092413176
bin120.fa	BL100120.clean.bam	SO100111.clean.bam	0.9981529369662502	856327	605	0	1.0	0.9992934941908873	0.9971761346698464
bin120.fa	BL100120.clean.bam	SO100215.clean.bam	0.9151948256606275	783670	719	0	1.0	0.999082521979915	0.9125684714562527
bin120.fa	BL100120.clean.bam	SO100315.clean.bam	0.9987693876466357	856997	524	0	1.0	0.9993885626204059	0.9979563366373528
bin120.fa	BL100120.clean.bam	SO101027.clean.bam	0.9950078609953632	853484	694	0	1.0	0.9991868623196217	0.9938655164704129
bin120.fa	BL100120.clean.bam	SO101115.clean.bam	0.9989210525399895	857208	513	2	0.9999976668439865	0.9994015454825433	0.9982020420330899
bin120.fa	BL100120.clean.bam	SO101206.clean.bam	0.9986276968768916	856866	620	0	1.0	0.999276432954511	0.9978037896854971
bin120.fa	BL100120.clean.bam	SO110117.clean.bam	0.999001524606791	857290	576	0	1.0	0.9993281153401999	0.9982975294380683
bin120.fa	BL100120.clean.bam	SO110207.clean.bam	0.9916145700978312	850507	612	0	1.0	0.9992804292028167	0.9903988578774781
bin120.fa	BL100120.clean.bam	SO110309.clean.bam	0.9948394291097261	853463	654	0	1.0	0.9992337101901313	0.993841062378894
bin120.fa	BL100120.clean.bam	SO111123.clean.bam	0.9989745811394735	857252	565	1	0.99999883348187	0.999340917256536	0.9982532791772246
bin120.fa	BL100120.clean.bam	SO111206.clean.bam	0.9989292264975208	857234	536	0	1.0	0.9993747331533747	0.9982323185273513
bin120.fa	BL100120.clean.bam	SO121212.clean.bam	0.549811814681158	464369	535	0	1.0	0.9988478989768912	0.5407486678342525
bin120.fa	BL100120.clean.bam	SO130115.clean.bam	0.6082780382750165	514293	719	7	0.9999863890817102	0.998601964249951	0.598884194738411
bin120.fa	BL100120.clean.bam	SO140113.clean.bam	0.9989978875445353	857235	531	0	1.0	0.9993805665890917	0.9982334830078998
bin120.fa	BL100120.clean.bam	SO140224.clean.bam	0.7705375273594296	657761	661	1	0.9999984796909516	0.9989950757189922	0.7659498900730363
bin120.fa	BL100120.clean.bam	SO150108.clean.bam	0.8647212084143623	740051	654	1	0.9999986487417759	0.9991162771214416	0.8617749944104933
bin120.fa	BL100120.clean.bam	SO150122.clean.bam	0.5853285890050605	494510	520	0	1.0	0.9989484540251966	0.575847276047101
bin120.fa	BL100120.clean.bam	SO150309.clean.bam	0.9974120511898126	855693	663	0	1.0	0.9992251894078834	0.9964378540020867
bin120.fa	BL100120.clean.bam	SO150413.clean.bam	0.9986669115111084	856820	603	0	1.0	0.9992962349151514	0.9977502235802653
bin120.fa	BL100120.clean.bam	SO151109.clean.bam	0.9229864705565093	790478	759	0	1.0	0.9990398214751075	0.920496255030556
bin120.fa	BL100120.clean.bam	SO151214.clean.bam	0.9989443651562759	857306	566	0	1.0	0.999339792326194	0.9983161611268445
bin120.fa	BL100217.clean.bam	BL100525.clean.bam	0.8421365935495728	718710	730	1	0.9999986086182188	0.9989842912996897	0.8369238150245938
bin120.fa	BL100217.clean.bam	BL101019.clean.bam	0.6770451500790168	571445	578	1	0.9999982500503111	0.998988529079789	0.66543658704725
bin120.fa	BL100217.clean.bam	BL101116.clean.bam	0.9650372661687096	827067	769	0	1.0	0.9990702083386231	0.9631034338202414
bin120.fa	BL100217.clean.bam	BL101214.clean.bam	0.9985804807353026	856754	594	1	0.9999988328038153	0.9993066854663065	0.9976733678640632
bin120.fa	BL100217.clean.bam	BL110112.clean.bam	0.998528593389899	856838	582	0	1.0	0.9993207584164101	0.9977711842301387
bin120.fa	BL100217.clean.bam	BL110208.clean.bam	0.9965011914228561	854805	705	0	1.0	0.9991752504957271	0.9954037952750038
bin120.fa	BL100217.clean.bam	BL110314.clean.bam	0.9980610795077229	856349	646	0	1.0	0.9992456346653058	0.9972017532419138
bin120.fa	BL100217.clean.bam	BL111129.clean.bam	0.9983850466027043	856872	689	0	1.0	0.9991959125750404	0.9978107765687882
bin120.fa	BL100217.clean.bam	BL111219.clean.bam	0.9986088131151076	856819	602	0	1.0	0.9992974012014206	0.9977490590997168
bin120.fa	BL100217.clean.bam	BL120110.clean.bam	0.9985551956453805	856957	605	1	0.9999988330803062	0.999294013585279	0.9979097574154121
bin120.fa	BL100217.clean.bam	BL120214.clean.bam	0.9986320606806978	856899	587	0	1.0	0.9993149717761369	0.9978422175435981
bin120.fa	BL100217.clean.bam	BL120411.clean.bam	0.9472283389869824	811555	1586	0	1.0	0.9980457270302074	0.9450400115516471
bin120.fa	BL100217.clean.bam	BL121106.clean.bam	0.9840559183600757	844000	737	0	1.0	0.9991267772511848	0.9828215829482785
bin120.fa	BL100217.clean.bam	BL121211.clean.bam	0.9986135071499189	856988	581	0	1.0	0.999322044182649	0.9979458563124162
bin120.fa	BL100217.clean.bam	BL130115.clean.bam	0.9980644523340774	856211	628	0	1.0	0.9992665359356514	0.9970410549262185
bin120.fa	BL100217.clean.bam	BL130206.clean.bam	0.9986066260465981	856957	561	0	1.0	0.9993453580518042	0.9979097574154121
bin120.fa	BL100217.clean.bam	BL130312.clean.bam	0.9926253434717422	851315	723	4	0.9999953013866782	0.9991507256420948	0.9913397581606797
bin120.fa	BL100217.clean.bam	BL131105.clean.bam	0.9906672193857536	849723	726	0	1.0	0.9991456039203364	0.9894859051274407
bin120.fa	BL100217.clean.bam	BL131204.clean.bam	0.9986341346451106	856838	607	0	1.0	0.9992915813724415	0.9977711842301387
bin120.fa	BL100217.clean.bam	BL140114.clean.bam	0.9950936504768794	853695	640	0	1.0	0.9992503177364281	0.99411122186615
bin120.fa	BL100217.clean.bam	BL140211.clean.bam	0.9987015733827058	856944	610	0	1.0	0.999288168188353	0.9978946191682814
bin120.fa	BL100217.clean.bam	BL140310.clean.bam	0.9928694904690153	851658	654	0	1.0	0.999232086119076	0.991739174988821
bin120.fa	BL100217.clean.bam	BL140407.clean.bam	0.8272295624348264	704884	654	0	1.0	0.9990721877642279	0.820823706960799
bin120.fa	BL100217.clean.bam	BL141216.clean.bam	0.9984963422135579	856584	680	0	1.0	0.9992061490758641	0.9974754061708153
bin120.fa	BL100217.clean.bam	BL150113.clean.bam	0.9986314100056289	857019	585	0	1.0	0.9993174013644972	0.9979819552094202
bin120.fa	BL100217.clean.bam	BL150210.clean.bam	0.9984585944243792	856702	641	0	1.0	0.9992517818331228	0.9976128148755403
bin120.fa	BL100217.clean.bam	BL150310.clean.bam	0.9985212032583256	856835	641	0	1.0	0.9992518979733555	0.997767690788493
bin120.fa	BL100217.clean.bam	BL150707.clean.bam	0.9890246446312091	848315	703	0	1.0	0.9991712983974114	0.9878463165151289
bin120.fa	BL100217.clean.bam	BL151110.clean.bam	0.972640731213788	833968	771	0	1.0	0.9990755040960805	0.9711395140855568
bin120.fa	BL100217.clean.bam	BL151215.clean.bam	0.9986221337930516	857073	572	0	1.0	0.999332612274567	0.9980448371590401
bin120.fa	BL100217.clean.bam	SO090105.clean.bam	0.9986360823894733	856811	698	0	1.0	0.9991853512618302	0.9977397432553287
bin120.fa	BL100217.clean.bam	SO090209.clean.bam	0.9980705400369593	856207	665	0	1.0	0.9992233186600904	0.9970363970040245
bin120.fa	BL100217.clean.bam	SO090323.clean.bam	0.995967526117708	854282	683	0	1.0	0.999200498196146	0.9947947719481294
bin120.fa	BL100217.clean.bam	SO091116.clean.bam	0.9985791067920179	857075	556	0	1.0	0.9993512819764898	0.9980471661201371
bin120.fa	BL100217.clean.bam	SO091216.clean.bam	0.9985688140113366	856924	575	0	1.0	0.9993289953368093	0.9978713295573111
bin120.fa	BL100217.clean.bam	SO100111.clean.bam	0.9981024853728899	856184	619	0	1.0	0.9992770245648132	0.9970096139514085
bin120.fa	BL100217.clean.bam	SO100215.clean.bam	0.9150745464011697	783509	767	2	0.9999974473809491	0.9990210705939562	0.9123809900879416
bin120.fa	BL100217.clean.bam	SO100315.clean.bam	0.9985144711488861	856766	599	0	1.0	0.9993008592777958	0.9976873416306454
bin120.fa	BL100217.clean.bam	SO101027.clean.bam	0.9949701710615071	853347	689	0	1.0	0.9991925910561589	0.9937059826352661
bin120.fa	BL100217.clean.bam	SO101115.clean.bam	0.9986963430104274	856990	580	0	1.0	0.9993232126395873	0.9979481852735131
bin120.fa	BL100217.clean.bam	SO101206.clean.bam	0.9984267609119059	856658	663	0	1.0	0.9992260622091896	0.9975615777314055
bin120.fa	BL100217.clean.bam	SO110117.clean.bam	0.9986996667679484	857039	587	0	1.0	0.999315083677639	0.9980052448203905
bin120.fa	BL100217.clean.bam	SO110207.clean.bam	0.9915539984060783	850361	684	0	1.0	0.9991956357358815	0.9902288437173945
bin120.fa	BL100217.clean.bam	SO110309.clean.bam	0.9947235971278688	853291	694	0	1.0	0.9991866784016238	0.9936407717245491
bin120.fa	BL100217.clean.bam	SO111123.clean.bam	0.9987731336767862	857044	600	0	1.0	0.9992999192573544	0.9980110672231332
bin120.fa	BL100217.clean.bam	SO111206.clean.bam	0.9986738302469712	857003	576	0	1.0	0.9993278903341062	0.9979633235206439
bin120.fa	BL100217.clean.bam	SO121212.clean.bam	0.5497704426051366	464285	550	1	0.9999978461505326	0.9988153827928966	0.540650851468177
bin120.fa	BL100217.clean.bam	SO130115.clean.bam	0.6082411476010681	514199	672	9	0.9999824970488079	0.9986931129776604	0.5987747335668505
bin120.fa	BL100217.clean.bam	SO140113.clean.bam	0.9985261156560552	856911	572	0	1.0	0.9993324861041578	0.9978561913101803
bin120.fa	BL100217.clean.bam	SO140224.clean.bam	0.7705599473732929	657676	630	0	1.0	0.9990420815112608	0.7658509092264123
bin120.fa	BL100217.clean.bam	SO150108.clean.bam	0.8650573742363137	740107	685	2	0.999997297688037	0.9990744581526725	0.8618402053212103
bin120.fa	BL100217.clean.bam	SO150122.clean.bam	0.585359010932569	494477	501	2	0.9999959553224923	0.9989868082843085	0.5758088481889998
bin120.fa	BL100217.clean.bam	SO150309.clean.bam	0.9972155469982122	855487	667	0	1.0	0.9992203271353042	0.9961979710090922
bin120.fa	BL100217.clean.bam	SO150413.clean.bam	0.998376834779205	856574	592	0	1.0	0.9993088746564803	0.9974637613653301
bin120.fa	BL100217.clean.bam	SO151109.clean.bam	0.9228470680703029	790304	771	0	1.0	0.999024426043649	0.920293635415114
bin120.fa	BL100217.clean.bam	SO151214.clean.bam	0.9986100935598845	857041	612	0	1.0	0.9992859151429162	0.9980075737814875
bin120.fa	BL100525.clean.bam	BL101019.clean.bam	0.6271516286426343	490149	595	14	0.9999714372568341	0.9987860834154512	0.5707689763750187
bin120.fa	BL100525.clean.bam	BL101116.clean.bam	0.8333156799121051	700805	821	9	0.9999871576258731	0.9988284900935352	0.8160737908033984
bin120.fa	BL100525.clean.bam	BL101214.clean.bam	0.8416561158546718	718721	659	0	1.0	0.9990830934395962	0.8369366243106275
bin120.fa	BL100525.clean.bam	BL110112.clean.bam	0.841442466973285	718722	693	2	0.9999972172828994	0.9990357885246313	0.8369377887911761
bin120.fa	BL100525.clean.bam	BL110208.clean.bam	0.8421895935424917	717994	753	2	0.9999972144614022	0.9989512447179224	0.8360900469518557
bin120.fa	BL100525.clean.bam	BL110314.clean.bam	0.842005923520754	718714	729	0	1.0	0.9989856883266501	0.8369284729467878
bin120.fa	BL100525.clean.bam	BL111129.clean.bam	0.8414978968523816	718801	712	1	0.9999986087943673	0.9990094615895081	0.8370297827545089
bin120.fa	BL100525.clean.bam	BL111219.clean.bam	0.8416975948246341	718805	684	0	1.0	0.9990484206425944	0.837034440676703
bin120.fa	BL100525.clean.bam	BL120110.clean.bam	0.8414468892346626	718808	692	0	1.0	0.9990372950774059	0.8370379341183485
bin120.fa	BL100525.clean.bam	BL120214.clean.bam	0.8415890956467117	718812	656	0	1.0	0.999087383070956	0.8370425920405425
bin120.fa	BL100525.clean.bam	BL120411.clean.bam	0.822857577829328	688689	1475	12	0.9999825755892718	0.9978582495146575	0.8019649444775675
bin120.fa	BL100525.clean.bam	BL121106.clean.bam	0.8375953774369751	710807	747	6	0.9999915588901066	0.9989490818182714	0.8277209252496647
bin120.fa	BL100525.clean.bam	BL121211.clean.bam	0.8414220989719254	718811	675	0	1.0	0.9990609492620453	0.837041427559994
bin120.fa	BL100525.clean.bam	BL130115.clean.bam	0.8420393663332935	718623	734	2	0.9999972168995426	0.9989786021321333	0.8368225052168728
bin120.fa	BL100525.clean.bam	BL130206.clean.bam	0.8414985523369127	718811	625	0	1.0	0.9991305085759679	0.837041427559994
bin120.fa	BL100525.clean.bam	BL130312.clean.bam	0.8428332987841956	716676	757	2	0.9999972093386691	0.998943734686246	0.8345552615889105
bin120.fa	BL100525.clean.bam	BL131105.clean.bam	0.8415988432409798	715324	740	2	0.9999972040641724	0.998965503743758	0.8329808838873155
bin120.fa	BL100525.clean.bam	BL131204.clean.bam	0.8415686664515126	718756	656	0	1.0	0.999087311966787	0.8369773811298256
bin120.fa	BL100525.clean.bam	BL140114.clean.bam	0.8423940969620476	717644	749	1	0.9999986065514378	0.9989563070268824	0.8356824787598748
bin120.fa	BL100525.clean.bam	BL140211.clean.bam	0.8415559180555002	718807	698	0	1.0	0.999028946573976	0.8370367696377999
bin120.fa	BL100525.clean.bam	BL140310.clean.bam	0.8418455535353392	716384	725	4	0.9999944164023764	0.9989879729307187	0.8342152332687435
bin120.fa	BL100525.clean.bam	BL140407.clean.bam	0.7429092151217398	602261	684	3	0.9999950187709316	0.998864279772391	0.7013212196303473
bin120.fa	BL100525.clean.bam	BL141216.clean.bam	0.8420519342214909	718770	717	0	1.0	0.9990024625401728	0.8369936838575048
bin120.fa	BL100525.clean.bam	BL150113.clean.bam	0.8413410919299358	718799	635	0	1.0	0.9991165819651947	0.8370274537934118
bin120.fa	BL100525.clean.bam	BL150210.clean.bam	0.8417267060625273	718733	701	1	0.999998608662744	0.9990246725835602	0.8369505980772097
bin120.fa	BL100525.clean.bam	BL150310.clean.bam	0.8416821734165173	718809	667	0	1.0	0.999072076170443	0.837039098598897
bin120.fa	BL100525.clean.bam	BL150707.clean.bam	0.84063959390657	714228	722	4	0.9999943995474835	0.9989891183207603	0.831704613206141
bin120.fa	BL100525.clean.bam	BL151110.clean.bam	0.8351357887937133	704954	784	5	0.9999929073386349	0.9988878706979463	0.8209052205991951
bin120.fa	BL100525.clean.bam	BL151215.clean.bam	0.8412480925412452	718812	636	0	1.0	0.9991152067578171	0.8370425920405425
bin120.fa	BL100525.clean.bam	SO090105.clean.bam	0.8417555014768754	718795	713	0	1.0	0.9990080621039379	0.8370227958712178
bin120.fa	BL100525.clean.bam	SO090209.clean.bam	0.8419302080667324	718527	712	1	0.9999986082638509	0.9990090838618452	0.8367107150842152
bin120.fa	BL100525.clean.bam	SO090323.clean.bam	0.8424908593576282	717893	716	0	1.0	0.9990026368832124	0.8359724344164555
bin120.fa	BL100525.clean.bam	SO091116.clean.bam	0.84120309692646	718812	611	0	1.0	0.9991499863663934	0.8370425920405425
bin120.fa	BL100525.clean.bam	SO091216.clean.bam	0.8415132242583674	718812	645	0	1.0	0.9991026860987295	0.8370425920405425
bin120.fa	BL100525.clean.bam	SO100111.clean.bam	0.842332927129612	718702	696	0	1.0	0.9990315875008	0.8369144991802057
bin120.fa	BL100525.clean.bam	SO100215.clean.bam	0.8002082002966202	664980	786	12	0.9999819543444916	0.9988180095641974	0.7743562751527798
bin120.fa	BL100525.clean.bam	SO100315.clean.bam	0.8416416478597796	718757	636	0	1.0	0.9991151390525588	0.8369785456103741
bin120.fa	BL100525.clean.bam	SO101027.clean.bam	0.8421811425736299	717284	697	4	0.9999944234083014	0.999028278896504	0.8352632657624087
bin120.fa	BL100525.clean.bam	SO101115.clean.bam	0.8414631312137177	718812	655	0	1.0	0.9990887742552991	0.8370425920405425
bin120.fa	BL100525.clean.bam	SO101206.clean.bam	0.8417691424227913	718763	695	0	1.0	0.9990330609672451	0.8369855324936653
bin120.fa	BL100525.clean.bam	SO110117.clean.bam	0.8413875520291033	718812	652	0	1.0	0.9990929478083281	0.8370425920405425
bin120.fa	BL100525.clean.bam	SO110207.clean.bam	0.8426570847150684	716087	708	2	0.9999972070432782	0.9990112933205043	0.833869382545834
bin120.fa	BL100525.clean.bam	SO110309.clean.bam	0.8423773146545009	717425	699	0	1.0	0.9990256821270516	0.8354274575197496
bin120.fa	BL100525.clean.bam	SO111123.clean.bam	0.8414336459972461	718811	632	0	1.0	0.9991207702720186	0.837041427559994
bin120.fa	BL100525.clean.bam	SO111206.clean.bam	0.8414404071795188	718810	649	1	0.9999986088117861	0.9990971188492092	0.8370402630794456
bin120.fa	BL100525.clean.bam	SO121212.clean.bam	0.5163871267529035	397339	527	16	0.9999597321179144	0.9986736766338064	0.4626935366671635
bin120.fa	BL100525.clean.bam	SO130115.clean.bam	0.5680166669189544	441240	669	29	0.9999342761309038	0.9984838183301604	0.5138153972276047
bin120.fa	BL100525.clean.bam	SO140113.clean.bam	0.8415205322646501	718812	660	0	1.0	0.9990818183335838	0.8370425920405425
bin120.fa	BL100525.clean.bam	SO140224.clean.bam	0.6906139490905806	558949	678	12	0.9999785311361143	0.9987870091904628	0.6508852381129826
bin120.fa	BL100525.clean.bam	SO150108.clean.bam	0.7627575941248872	628288	681	12	0.9999809004787613	0.9989161021697056	0.7316291548665971
bin120.fa	BL100525.clean.bam	SO150122.clean.bam	0.5421176636799931	420497	483	14	0.9999667060644903	0.9988513592249172	0.4896605772097183
bin120.fa	BL100525.clean.bam	SO150309.clean.bam	0.8421291015791705	718302	686	0	1.0	0.9990449699430045	0.836448706960799
bin120.fa	BL100525.clean.bam	SO150413.clean.bam	0.8418634215250974	718710	642	0	1.0	0.9991067328964395	0.8369238150245938
bin120.fa	BL100525.clean.bam	SO151109.clean.bam	0.8046545018888056	670321	763	7	0.9999895572419781	0.9988617393756126	0.7805757657624087
bin120.fa	BL100525.clean.bam	SO151214.clean.bam	0.8413011573202421	718812	658	0	1.0	0.9990846007022699	0.8370425920405425
bin120.fa	BL101019.clean.bam	BL101116.clean.bam	0.6735435123296784	557467	659	9	0.9999838555466063	0.9988178672459536	0.6491594779400804
bin120.fa	BL101019.clean.bam	BL101214.clean.bam	0.6766944892943935	571471	521	0	1.0	0.9990883176924114	0.6654668635415114
bin120.fa	BL101019.clean.bam	BL110112.clean.bam	0.6765241953540851	571467	521	0	1.0	0.9990883113110643	0.6654622056193173
bin120.fa	BL101019.clean.bam	BL110208.clean.bam	0.6779142377461131	571238	588	0	1.0	0.9989706567140141	0.6651955395737069
bin120.fa	BL101019.clean.bam	BL110314.clean.bam	0.6769089440770404	571433	600	1	0.9999982500135624	0.998950008137437	0.6654226132806678
bin120.fa	BL101019.clean.bam	BL111129.clean.bam	0.6764331472065691	571447	550	1	0.9999982500564357	0.999037531039624	0.665438916008347
bin120.fa	BL101019.clean.bam	BL111219.clean.bam	0.6765708941174747	571469	532	0	1.0	0.9990690658635901	0.6654645345804143
bin120.fa	BL101019.clean.bam	BL120110.clean.bam	0.6764208496428544	571471	537	0	1.0	0.999060319771257	0.6654668635415114
bin120.fa	BL101019.clean.bam	BL120214.clean.bam	0.6764778526947226	571464	562	1	0.9999982501084933	0.9990165609732197	0.6654587121776718
bin120.fa	BL101019.clean.bam	BL120411.clean.bam	0.6686821154059405	548573	1178	14	0.999974479239773	0.9978526103180434	0.6388025879415711
bin120.fa	BL101019.clean.bam	BL121106.clean.bam	0.6761722927912189	566004	606	5	0.9999911661401686	0.9989293361884368	0.6591006483827694
bin120.fa	BL101019.clean.bam	BL121211.clean.bam	0.6763589503199064	571468	533	1	0.9999982501207416	0.9990673143553095	0.6654633700998659
bin120.fa	BL101019.clean.bam	BL130115.clean.bam	0.6770671822570864	571432	593	4	0.9999930000419998	0.9989622562264626	0.6654214488001192
bin120.fa	BL101019.clean.bam	BL130206.clean.bam	0.676452383461568	571470	515	0	1.0	0.9990988153358882	0.6654656990609629
bin120.fa	BL101019.clean.bam	BL130312.clean.bam	0.6786097900544263	570166	597	2	0.9999964922496255	0.9989529365132259	0.6639472164256969
bin120.fa	BL101019.clean.bam	BL131105.clean.bam	0.6774844646017001	568888	578	7	0.9999876952932739	0.9989839827874731	0.6624590102846922
bin120.fa	BL101019.clean.bam	BL131204.clean.bam	0.6765620164439392	571463	563	1	0.9999982501054312	0.9990148093577362	0.6654575476971233
bin120.fa	BL101019.clean.bam	BL140114.clean.bam	0.6780676390197646	570952	587	2	0.9999964970785635	0.9989718925583937	0.6648624981368311
bin120.fa	BL101019.clean.bam	BL140211.clean.bam	0.6764993308061243	571471	559	1	0.9999982501299278	0.9990218226296698	0.6654668635415114
bin120.fa	BL101019.clean.bam	BL140310.clean.bam	0.6779702061395335	570012	585	7	0.9999877195567812	0.9989737058167196	0.6637678864212252
bin120.fa	BL101019.clean.bam	BL140407.clean.bam	0.6250708760126825	483066	561	12	0.99997515867397	0.9988386680080983	0.5625209606498733
bin120.fa	BL101019.clean.bam	BL141216.clean.bam	0.6769801345093346	571460	594	0	1.0	0.9989605571693557	0.6654540542554778
bin120.fa	BL101019.clean.bam	BL150113.clean.bam	0.6763157291606814	571471	533	1	0.9999982501299278	0.9990673192515456	0.6654668635415114
bin120.fa	BL101019.clean.bam	BL150210.clean.bam	0.6767369215265605	571452	553	1	0.999998250071747	0.9990322896761232	0.6654447384110895
bin120.fa	BL101019.clean.bam	BL150310.clean.bam	0.676631403131398	571470	517	1	0.9999982501268658	0.9990953155896197	0.6654656990609629
bin120.fa	BL101019.clean.bam	BL150707.clean.bam	0.6768076532987315	567939	573	5	0.9999911962376241	0.9989910888317232	0.6613539182441497
bin120.fa	BL101019.clean.bam	BL151110.clean.bam	0.6737121055226437	560247	592	4	0.9999928602919783	0.9989433232127972	0.6523967338649576
bin120.fa	BL101019.clean.bam	BL151215.clean.bam	0.6762183033974379	571471	522	1	0.9999982501299278	0.9990865678223392	0.6654668635415114
bin120.fa	BL101019.clean.bam	SO090105.clean.bam	0.6766616064769279	571457	588	0	1.0	0.9989710511902032	0.6654505608138321
bin120.fa	BL101019.clean.bam	SO090209.clean.bam	0.677194777985594	571436	589	4	0.9999930000909988	0.9989692633995758	0.6654261067223133
bin120.fa	BL101019.clean.bam	SO090323.clean.bam	0.6775481002501258	570904	581	4	0.9999929935680955	0.998982315765873	0.6648066030705023
bin120.fa	BL101019.clean.bam	SO091116.clean.bam	0.6761741287877469	571471	527	0	1.0	0.9990778184719784	0.6654668635415114
bin120.fa	BL101019.clean.bam	SO091216.clean.bam	0.6764512032702136	571469	552	0	1.0	0.999034068339665	0.6654645345804143
bin120.fa	BL101019.clean.bam	SO100111.clean.bam	0.677006255890838	571317	572	2	0.9999964993164916	0.9989988045165819	0.6652875335370398
bin120.fa	BL101019.clean.bam	SO100215.clean.bam	0.6585882377513567	531864	645	14	0.9999736774814614	0.99878728396733	0.6193452824564019
bin120.fa	BL101019.clean.bam	SO100315.clean.bam	0.6766080182442563	571464	516	1	0.9999982501084933	0.9990970559825291	0.6654587121776718
bin120.fa	BL101019.clean.bam	SO101027.clean.bam	0.6778101678521546	570608	570	1	0.9999982474833862	0.9990010655301013	0.6644619168281413
bin120.fa	BL101019.clean.bam	SO101115.clean.bam	0.676389379667184	571471	555	0	1.0	0.9990288221099584	0.6654668635415114
